index,building_id,address,country,metro_area,slug,exchanges,geometry,index_right,LGA_CODE25,LGA_NAME25,STE_CODE21,STE_NAME21,AUS_CODE21,AUS_NAME21,AREASQKM
323,23070,"['4 Figtree Dr' 'Sydney Olympic Park' 'Sydney, NSW, Australia']",australia,sydney-nsw,4-figtree-dr,"[ { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Sydney (Sydney, NSW, Australia)"", ""4 Figtree Dr"", ""Sydney Olympic Park"", ""Sydney, Australia"" ], ""slug"": ""megaix-sydney-sydney-nsw-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1748518.0188634684 -3824693.130645878),90,16260,Parramatta,1,New South Wales,AUS,Australia,83.8303
324,18976,"['4 Millrose Dr' 'Malaga' 'Perth, WA, Australia']",australia,perth-wa,4-millrose-dr,"[ { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Perth (Perth, WA, Australia)"", ""4 Millrose Dr"", ""Malaga"", ""Perth, Australia, 6090"" ], ""slug"": ""megaix-perth-perth-wa-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" }, { ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""members_url"": ""https:\/\/www.waia.asn.au\/ix\/participants"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 108, ""address"": [ ""WA-IX (Perth, WA, Australia)"", ""4 Millrose Dr"", ""Malaga"", ""Perth, Australia, 6090"" ], ""slug"": ""wa-ix-perth-wa-australia"", ""telephone"": ""61 8 9322 3022"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""1997"" }, { ""url"": ""https:\/\/www.edgeix.net\/"", ""address"": [ ""EdgeIX Perth (Perth, WA, Australia)"", ""4 Millrose Dr"", ""Malaga"", ""Perth, Australia, 6090"" ], ""slug"": ""edgeix-perth-perth-wa-australia"", ""telephone"": ""61 2 9006 9626"", ""email"": ""peering@edgeix.net"" } ]",POINT (-1506125.1794497464 -3567212.038685902),480,58050,Swan,5,Western Australia,AUS,Australia,1042.9936
325,20544,"['4 Millrose Dr.' 'Malaga, WA, Australia']",australia,perth-wa,4-millrose-dr-,"[ { ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""members_url"": ""https:\/\/www.waia.asn.au\/ix\/participants"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 108, ""address"": [ ""WA-IX (Perth, WA, Australia)"", ""4 Millrose Dr."", ""Malaga, Australia"" ], ""slug"": ""wa-ix-perth-wa-australia"", ""telephone"": ""61 8 9322 3022"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""1997"" }, { ""url"": ""https:\/\/ixplay.global\/"", ""address"": [ ""IXPlay Peers (Perth, WA, Australia)"", ""4 Millrose Dr."", ""Malaga, Australia"" ], ""slug"": ""ixplay-peers-perth-wa-australia"", ""email"": ""support@ixplay.es"" } ]",POINT (-1506125.1794497464 -3567212.038685902),480,58050,Swan,5,Western Australia,AUS,Australia,1042.9936
326,24753,"['4 Wesley Ct' 'Burwood East' 'Melbourne, VIC, Australia']",australia,melbourne-vic,4-wesley-ct,"[ { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Melbourne (Melbourne, VIC, Australia)"", ""4 Wesley Ct"", ""Burwood East"", ""Melbourne, Australia"" ], ""slug"": ""megaix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1163539.345331788 -4198727.6385243535),203,26980,Whitehorse,2,Victoria,AUS,Australia,64.2801
332,22878,"['40-50 Innovation Dr, Dowsing Point' 'Hobart, TAS, Australia']",australia,hobart-tas,40-50-innovation-dr-dowsing-point,"[ { ""url"": ""https:\/\/internet.asn.au\/services\/peering\/"", ""address"": [ ""TAS-IX (Hobart, TAS, Australia)"", ""40-50 Innovation Dr, Dowsing Point"", ""Hobart, Australia"" ], ""slug"": ""tas-ix-hobart-tas-australia"", ""email"": ""peering@ix.asn.au"" } ]",POINT (1287249.1859001613 -4757737.72184985),520,62610,Glenorchy,6,Tasmania,AUS,Australia,121.1632
350,21026,"['437 Williamstown Road' 'Melbourne, VIC, Australia']",australia,melbourne-vic,437-williamstown-road,"[ { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Melbourne (Melbourne, VIC, Australia)"", ""437 Williamstown Road"", ""Melbourne, Australia"" ], ""slug"": ""megaix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1143771.9273224596 -4193975.184457672),189,25900,Port Phillip,2,Victoria,AUS,Australia,20.6141
361,19559,"['45 St Georges Terrace' 'Perth, WA, Australia']",australia,perth-wa,45-st-georges-terrace,"[ { ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""members_url"": ""https:\/\/www.waia.asn.au\/ix\/participants"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 108, ""address"": [ ""WA-IX (Perth, WA, Australia)"", ""45 St Georges Terrace"", ""Perth, Australia, 6000"" ], ""slug"": ""wa-ix-perth-wa-australia"", ""telephone"": ""61 8 9322 3022"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""1997"" } ]",POINT (-1508271.1918204292 -3577783.347280293),467,57080,Perth,5,Western Australia,AUS,Australia,13.7335
364,21967,"['454 St Pauls Terrace' 'Fortitude Valley, QLD, Australia']",australia,brisbane-qld,454-st-pauls-terrace,"[ { ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""members_url"": ""https:\/\/www.waia.asn.au\/ix\/participants"", ""address"": [ ""QLD-IX (Brisbane, QLD, Australia)"", ""454 St Pauls Terrace"", ""Fortitude Valley, Australia"" ], ""slug"": ""qld-ix-brisbane-qld-australia"", ""telephone"": ""61 8 9322 3022"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""August 2011"" }, { ""url"": ""https:\/\/connectedix.com\/"", ""address"": [ ""CON-IX Brisbane (Brisbane, QLD, Australia)"", ""454 St Pauls Terrace"", ""Fortitude Valley, Australia"" ], ""slug"": ""con-ix-brisbane-brisbane-qld-australia"", ""telephone"": ""61 2 8319 9498"", ""email"": ""helpdesk@connectedix.com"" }, { ""url"": ""https:\/\/www.edgeix.net\/"", ""address"": [ ""EdgeIX Brisbane (Brisbane, QLD, Australia)"", ""454 St Pauls Terrace"", ""Fortitude Valley, Australia"" ], ""slug"": ""edgeix-brisbane-brisbane-qld-australia"", ""telephone"": ""61 2 9006 9626"", ""email"": ""peering@edgeix.net"" }, { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Brisbane (Brisbane, QLD, Australia)"", ""454 St Pauls Terrace"", ""Fortitude Valley, Australia"" ], ""slug"": ""megaix-brisbane-brisbane-qld-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (2044473.585305565 -3146417.957688385),220,31000,Brisbane,3,Queensland,AUS,Australia,1342.7173
369,18434,"['47 Bourke Road' 'Alexandria, NSW, Australia']",australia,sydney-nsw,47-bourke-road,"[ { ""contact_one_email"": ""sales@equinix.com"", ""url"": ""https:\/\/ix.equinix.com"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 179, ""address"": [ ""EQIX-SY (Sydney, NSW, Australia)"", ""47 Bourke Road"", ""Alexandria, Australia"" ], ""slug"": ""eqix-sy-sydney-nsw-australia"", ""telephone"": ""65 6723 8833"", ""email"": ""support@equinix.com"", ""date_online"": ""June 2001"" }, { ""url"": ""http:\/\/www.ix.asn.au"", ""address"": [ ""NSW-IX (Sydney, NSW, Australia)"", ""47 Bourke Road"", ""Alexandria, Australia"" ], ""slug"": ""nsw-ix-sydney-nsw-australia"", ""email"": ""peering@ix.asn.au"" }, { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Sydney (Sydney, NSW, Australia)"", ""47 Bourke Road"", ""Alexandria, Australia"" ], ""slug"": ""megaix-sydney-sydney-nsw-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" }, { ""url"": ""https:\/\/connectedix.com\/"", ""address"": [ ""CON-IX Sydney (Sydney, NSW, Australia)"", ""47 Bourke Road"", ""Alexandria, Australia"" ], ""slug"": ""con-ix-sydney-sydney-nsw-australia"", ""telephone"": ""61 2 8319 9498"", ""email"": ""helpdesk@connectedix.com"" }, { ""url"": ""https:\/\/www.edgeix.net\/"", ""address"": [ ""EdgeIX Sydney (Sydney, NSW, Australia)"", ""47 Bourke Road"", ""Alexandria, Australia"" ], ""slug"": ""edgeix-sydney-sydney-nsw-australia"", ""telephone"": ""61 2 9006 9626"", ""email"": ""peering@edgeix.net"" }, { ""url"": ""http:\/\/www.pipenetworks.com\/pipeix.php"", ""members_url"": ""http:\/\/www.pipenetworks.com\/Peering\/who-text.shtml#"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 329, ""address"": [ ""PipeIX Sydney (Sydney, NSW, Australia)"", ""47 Bourke Road"", ""Alexandria, Australia"" ], ""slug"": ""pipeix-sydney-sydney-nsw-australia"", ""telephone"": ""61 7 3233 9832"", ""email"": ""sales@pipenetworks.com"" } ]",POINT (1758842.130287765 -3833325.0378650734),105,17200,Sydney,1,New South Wales,AUS,Australia,26.6762
370,15126,"['470 Northbourne Ave' 'Canberra, ACT, Australia']",australia,canberra-act,470-northbourne-ave,"[ { ""url"": ""https:\/\/www.pipenetworks.com\/index.php"", ""members_url"": ""http:\/\/www.pipenetworks.com\/Peering\/who-text.shtml#"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 326, ""address"": [ ""PipeIX Canberra (Canberra, ACT, Australia)"", ""470 Northbourne Ave"", ""Canberra, Australia, 2602"" ], ""slug"": ""pipeix-canberra-canberra-act-australia"", ""telephone"": ""61 7 3233 9800"", ""email"": ""sales@pipenetworks.com"" }, { ""url"": ""http:\/\/www.ix.asn.au"", ""address"": [ ""ACT-IX (Canberra, ACT, Australia)"", ""470 Northbourne Ave"", ""Canberra, Australia, 2602"" ], ""slug"": ""act-ix-canberra-act-australia"", ""email"": ""peering@ix.asn.au"" } ]",POINT (1551338.5692040492 -3954288.2705857437),560,89399,Unincorporated ACT,8,Australian Capital Territory,AUS,Australia,2358.133
372,19353,"['477 Pitt St' 'Sydney, NSW, Australia']",australia,sydney-nsw,477-pitt-st,"[ { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Sydney (Sydney, NSW, Australia)"", ""477 Pitt St"", ""Sydney, Australia, 2000"" ], ""slug"": ""megaix-sydney-sydney-nsw-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1760530.1467494967 -3830027.302967695),105,17200,Sydney,1,New South Wales,AUS,Australia,26.6762
379,19352,"['5 Broadcast Way' 'Artarmon, NSW, Australia']",australia,sydney-nsw,5-broadcast-way,"[ { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Sydney (Sydney, NSW, Australia)"", ""5 Broadcast Way"", ""Artarmon, Australia, 2064"" ], ""slug"": ""megaix-sydney-sydney-nsw-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1759684.9279376764 -3823100.739698825),122,18250,Willoughby,1,New South Wales,AUS,Australia,22.4257
383,20000,"['5 Watts Place, Bentley' 'Perth, WA, Australia']",australia,perth-wa,5-watts-place-bentley,"[ { ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""members_url"": ""https:\/\/www.waia.asn.au\/ix\/participants"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 108, ""address"": [ ""WA-IX (Perth, WA, Australia)"", ""5 Watts Place, Bentley"", ""Perth, Australia, 6102"" ], ""slug"": ""wa-ix-perth-wa-australia"", ""telephone"": ""61 8 9322 3022"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""1997"" } ]",POINT (-1504973.4202773147 -3581940.0540320203),486,58510,Victoria Park,5,Western Australia,AUS,Australia,17.9396
393,20321,"['525 Collins Street' 'Melbourne, VIC, Australia']",australia,melbourne-vic,525-collins-street,"[ { ""url"": ""https:\/\/www.pipenetworks.com\/index.php"", ""members_url"": ""http:\/\/www.pipenetworks.com\/Peering\/who-text.shtml#"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 328, ""address"": [ ""PipeIX Melbourne (Melbourne, VIC, Australia)"", ""525 Collins Street"", ""Melbourne, Australia"" ], ""slug"": ""pipeix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 7 3233 9832"", ""email"": ""sales@pipenetworks.com"" } ]",POINT (1145731.3720569685 -4192613.8239575108),174,24600,Melbourne,2,Victoria,AUS,Australia,37.5452
394,21010,"['53 Brandl' 'Eight Mile Plains, QLD, Australia']",australia,brisbane-qld,53-brandl,"[ { ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""members_url"": ""https:\/\/www.waia.asn.au\/ix\/participants"", ""address"": [ ""QLD-IX (Brisbane, QLD, Australia)"", ""53 Brandl"", ""Eight Mile Plains, Australia"" ], ""slug"": ""qld-ix-brisbane-qld-australia"", ""telephone"": ""61 8 9322 3022"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""August 2011"" }, { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Brisbane (Brisbane, QLD, Australia)"", ""53 Brandl"", ""Eight Mile Plains, Australia"" ], ""slug"": ""megaix-brisbane-brisbane-qld-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (2048577.4726833347 -3161411.821766786),220,31000,Brisbane,3,Queensland,AUS,Australia,1342.7173
395,8146,"['530 Collins Street' 'Melbourne, VIC, Australia']",australia,melbourne-vic,530-collins-street,"[ { ""contact_one"": ""Joe Wooller"", ""contact_one_email"": ""joe@waia.asn.au"", ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""members_url"": ""https:\/\/www.waia.asn.au\/ix\/participants"", ""address"": [ ""VIC-IX (Melbourne, VIC, Australia)"", ""530 Collins Street"", ""Melbourne, Australia, 3000"" ], ""slug"": ""vic-ix-melbourne-vic-australia"", ""telephone"": ""61 8 9322 3022"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""April 2011"" }, { ""url"": ""https:\/\/www.edgeix.net\/"", ""address"": [ ""EdgeIX Melbourne (Melbourne, VIC, Australia)"", ""530 Collins Street"", ""Melbourne, Australia, 3000"" ], ""slug"": ""edgeix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 2 9006 9626"", ""email"": ""peering@edgeix.net"" }, { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Melbourne (Melbourne, VIC, Australia)"", ""530 Collins Street"", ""Melbourne, Australia, 3000"" ], ""slug"": ""megaix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1145876.8963572993 -4192566.348241677),174,24600,Melbourne,2,Victoria,AUS,Australia,37.5452
400,16624,"['54 Alfred Street' 'Fortitude Valley, QLD, Australia']",australia,brisbane-qld,54-alfred-street,"[ { ""url"": ""https:\/\/connectedix.com\/"", ""address"": [ ""CON-IX Brisbane (Brisbane, QLD, Australia)"", ""54 Alfred Street"", ""Fortitude Valley, Australia, 4006"" ], ""slug"": ""con-ix-brisbane-brisbane-qld-australia"", ""telephone"": ""61 2 8319 9498"", ""email"": ""helpdesk@connectedix.com"" }, { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Brisbane (Brisbane, QLD, Australia)"", ""54 Alfred Street"", ""Fortitude Valley, Australia, 4006"" ], ""slug"": ""megaix-brisbane-brisbane-qld-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (2044542.1077933875 -3146584.004655091),220,31000,Brisbane,3,Queensland,AUS,Australia,1342.7173
402,18178,"['54 Streziecki Avenue' 'Melbourne, VIC, Australia']",australia,melbourne-vic,54-streziecki-avenue,"[ { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Melbourne (Melbourne, VIC, Australia)"", ""54 Streziecki Avenue"", ""Melbourne, Australia"" ], ""slug"": ""megaix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1145301.2830956364 -4191494.0513669094),174,24600,Melbourne,2,Victoria,AUS,Australia,37.5452
403,16734,"['549 Harris Street' 'Ultimo, NSW, Australia']",australia,sydney-nsw,549-harris-street,"[ { ""url"": ""http:\/\/www.pipenetworks.com\/pipeix.php"", ""members_url"": ""http:\/\/www.pipenetworks.com\/Peering\/who-text.shtml#"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 329, ""address"": [ ""PipeIX Sydney (Sydney, NSW, Australia)"", ""549 Harris Street"", ""Ultimo, Australia, 2000"" ], ""slug"": ""pipeix-sydney-sydney-nsw-australia"", ""telephone"": ""61 7 3233 9832"", ""email"": ""sales@pipenetworks.com"" } ]",POINT (1759860.2033626293 -3829694.9378456315),105,17200,Sydney,1,New South Wales,AUS,Australia,26.6762
404,16724,"['55 Clarence Street' 'Sydney, NSW, Australia']",australia,sydney-nsw,55-clarence-street,"[ { ""url"": ""http:\/\/www.pipenetworks.com\/pipeix.php"", ""members_url"": ""http:\/\/www.pipenetworks.com\/Peering\/who-text.shtml#"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 329, ""address"": [ ""PipeIX Sydney (Sydney, NSW, Australia)"", ""55 Clarence Street"", ""Sydney, Australia, 2000"" ], ""slug"": ""pipeix-sydney-sydney-nsw-australia"", ""telephone"": ""61 7 3233 9832"", ""email"": ""sales@pipenetworks.com"" } ]",POINT (1760624.676432393 -3828269.046497984),105,17200,Sydney,1,New South Wales,AUS,Australia,26.6762
405,18209,"['55 Crockford Street' 'Port Melbourne, VIC, Australia']",australia,melbourne-vic,55-crockford-street,"[ { ""contact_one"": ""Joe Wooller"", ""contact_one_email"": ""joe@waia.asn.au"", ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""members_url"": ""https:\/\/www.waia.asn.au\/ix\/participants"", ""address"": [ ""VIC-IX (Melbourne, VIC, Australia)"", ""55 Crockford Street"", ""Port Melbourne, Australia"" ], ""slug"": ""vic-ix-melbourne-vic-australia"", ""telephone"": ""61 8 9322 3022"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""April 2011"" }, { ""url"": ""https:\/\/www.pipenetworks.com\/index.php"", ""members_url"": ""http:\/\/www.pipenetworks.com\/Peering\/who-text.shtml#"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 328, ""address"": [ ""PipeIX Melbourne (Melbourne, VIC, Australia)"", ""55 Crockford Street"", ""Port Melbourne, Australia"" ], ""slug"": ""pipeix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 7 3233 9832"", ""email"": ""sales@pipenetworks.com"" } ]",POINT (1144946.180797683 -4194245.7504148493),189,25900,Port Phillip,2,Victoria,AUS,Australia,20.6141
406,15123,"['55 King Street' 'Melbourne, VIC, Australia']",australia,melbourne-vic,55-king-street,"[ { ""contact_one"": ""Joe Wooller"", ""contact_one_email"": ""joe@waia.asn.au"", ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""members_url"": ""https:\/\/www.waia.asn.au\/ix\/participants"", ""address"": [ ""VIC-IX (Melbourne, VIC, Australia)"", ""55 King Street"", ""Melbourne, Australia, 3000"" ], ""slug"": ""vic-ix-melbourne-vic-australia"", ""telephone"": ""61 8 9322 3022"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""April 2011"" }, { ""url"": ""https:\/\/www.pipenetworks.com\/index.php"", ""members_url"": ""http:\/\/www.pipenetworks.com\/Peering\/who-text.shtml#"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 328, ""address"": [ ""PipeIX Melbourne (Melbourne, VIC, Australia)"", ""55 King Street"", ""Melbourne, Australia, 3000"" ], ""slug"": ""pipeix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 7 3233 9832"", ""email"": ""sales@pipenetworks.com"" } ]",POINT (1145848.7823179385 -4192674.605951791),174,24600,Melbourne,2,Victoria,AUS,Australia,37.5452
408,16693,"['55 Pyrmont Bridge Road' 'Sydney, NSW, Australia']",australia,sydney-nsw,55-pyrmont-bridge-road,"[ { ""url"": ""http:\/\/www.pipenetworks.com\/pipeix.php"", ""members_url"": ""http:\/\/www.pipenetworks.com\/Peering\/who-text.shtml#"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 329, ""address"": [ ""PipeIX Sydney (Sydney, NSW, Australia)"", ""55 Pyrmont Bridge Road"", ""Sydney, Australia, 2009"" ], ""slug"": ""pipeix-sydney-sydney-nsw-australia"", ""telephone"": ""61 7 3233 9832"", ""email"": ""sales@pipenetworks.com"" }, { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Sydney (Sydney, NSW, Australia)"", ""55 Pyrmont Bridge Road"", ""Sydney, Australia, 2009"" ], ""slug"": ""megaix-sydney-sydney-nsw-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1759569.5244396874 -3828902.9146317127),105,17200,Sydney,1,New South Wales,AUS,Australia,26.6762
418,18690,"['59 Doody Street' 'Alexandria, NSW, Australia']",australia,sydney-nsw,59-doody-street,"[ { ""url"": ""http:\/\/www.ix.asn.au"", ""address"": [ ""NSW-IX (Sydney, NSW, Australia)"", ""59 Doody Street"", ""Alexandria, Australia, 2015"" ], ""slug"": ""nsw-ix-sydney-nsw-australia"", ""email"": ""peering@ix.asn.au"" }, { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Sydney (Sydney, NSW, Australia)"", ""59 Doody Street"", ""Alexandria, Australia, 2015"" ], ""slug"": ""megaix-sydney-sydney-nsw-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1758733.6459239563 -3833591.2261290895),105,17200,Sydney,1,New South Wales,AUS,Australia,26.6762
421,23069,"['6 Bellevue Circuit' 'Pemulwuy, NSW, Australia']",australia,sydney-nsw,6-bellevue-circuit,"[ { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Sydney (Sydney, NSW, Australia)"", ""6 Bellevue Circuit"", ""Pemulwuy, Australia"" ], ""slug"": ""megaix-sydney-sydney-nsw-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1735591.8445653713 -3819590.4128127643),35,12380,Cumberland,1,New South Wales,AUS,Australia,72.7496
427,23275,"['6-8 Giffnock Avenue' 'Macquarie Park' 'Sydney, NSW, Australia']",australia,sydney-nsw,6-8-giffnock-avenue,"[ { ""url"": ""https:\/\/connectedix.com\/"", ""address"": [ ""CON-IX Sydney (Sydney, NSW, Australia)"", ""6-8 Giffnock Avenue"", ""Macquarie Park"", ""Sydney, Australia, 2113"" ], ""slug"": ""con-ix-sydney-sydney-nsw-australia"", ""telephone"": ""61 2 8319 9498"", ""email"": ""helpdesk@connectedix.com"" }, { ""url"": ""http:\/\/www.ix.asn.au"", ""address"": [ ""NSW-IX (Sydney, NSW, Australia)"", ""6-8 Giffnock Avenue"", ""Macquarie Park"", ""Sydney, Australia, 2113"" ], ""slug"": ""nsw-ix-sydney-nsw-australia"", ""email"": ""peering@ix.asn.au"" } ]",POINT (1754698.2209304178 -3818460.0946488837),97,16700,Ryde,1,New South Wales,AUS,Australia,40.4746
429,22630,"['60 Belair Rd' 'Hawthorn, SA, Australia']",australia,adelaide-sa,60-belair-rd,"[ { ""url"": ""https:\/\/www.edgeix.net\/"", ""address"": [ ""EdgeIX Adelaide (Adelaide, SA, Australia)"", ""60 Belair Rd"", ""Hawthorn, Australia"" ], ""slug"": ""edgeix-adelaide-adelaide-sa-australia"", ""telephone"": ""61 2 9006 9626"", ""email"": ""peering@edgeix.net"" }, { ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""address"": [ ""SA-IX (Adelaide, SA, Australia)"", ""60 Belair Rd"", ""Hawthorn, Australia"" ], ""slug"": ""sa-ix-adelaide-sa-australia"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""1998"" }, { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Adelaide (Adelaide, SA, Australia)"", ""60 Belair Rd"", ""Hawthorn, Australia"" ], ""slug"": ""megaix-adelaide-adelaide-sa-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (598298.5908464107 -3834005.506190295),326,44340,Mitcham,4,South Australia,AUS,Australia,75.5468
431,19490,"['600 Lorimer Street' 'Port Melbourne, VIC, Australia']",australia,melbourne-vic,600-lorimer-street,"[ { ""contact_one"": ""Joe Wooller"", ""contact_one_email"": ""joe@waia.asn.au"", ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""members_url"": ""https:\/\/www.waia.asn.au\/ix\/participants"", ""address"": [ ""VIC-IX (Melbourne, VIC, Australia)"", ""600 Lorimer Street"", ""Port Melbourne, Australia"" ], ""slug"": ""vic-ix-melbourne-vic-australia"", ""telephone"": ""61 8 9322 3022"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""April 2011"" }, { ""url"": ""https:\/\/connectedix.com\/"", ""address"": [ ""CON-IX Melbourne (Melbourne, VIC, Australia)"", ""600 Lorimer Street"", ""Port Melbourne, Australia"" ], ""slug"": ""con-ix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 2 8319 9498"", ""email"": ""helpdesk@connectedix.com"" } ]",POINT (1142225.522610037 -4192560.705768417),174,24600,Melbourne,2,Victoria,AUS,Australia,37.5452
